# entry decomposition q=3 L=3: for each nonzero Lmat[src,dst], the (da,db) move-pairs and w-products
# src(e_rho,gamma)	dst(e_rho,gamma)	entry	(da,db):wprod ...
(14,24)	(12,14)	0.041669369	(1,3):0.0312502 (2,4):0.00781256 (3,5):0.00195314 (4,6):0.000488285 (5,7):0.000122071 (6,8):3.05178e-05 (7,9):7.62945e-06 (8,10):1.90736e-06 (9,11):4.76841e-07 (10,12):1.1921e-07 (11,13):2.98025e-08 (12,14):7.45064e-09 (13,15):1.86266e-09 (14,16):4.65665e-10 (15,17):1.16416e-10 (16,18):2.91041e-11 (17,1):1.90736e-06 (18,2):4.76841e-07
(14,24)	(14,9)	0.055555979	(1,1):0.041667 (2,2):0.0104167 (3,3):0.00260419 (4,4):0.000651047 (5,5):0.000162762 (6,6):4.06904e-05 (7,7):1.01726e-05 (8,8):2.54315e-06 (9,9):6.35788e-07 (10,10):1.58947e-07 (11,11):3.97367e-08 (12,12):9.93418e-09 (13,13):2.48355e-09 (14,14):6.20886e-10 (15,15):1.55222e-10 (16,16):3.88054e-11 (17,17):9.70135e-12 (18,18):2.42534e-12
(14,24)	(14,10)	0.055555979	(1,1):0.041667 (2,2):0.0104167 (3,3):0.00260419 (4,4):0.000651047 (5,5):0.000162762 (6,6):4.06904e-05 (7,7):1.01726e-05 (8,8):2.54315e-06 (9,9):6.35788e-07 (10,10):1.58947e-07 (11,11):3.97367e-08 (12,12):9.93418e-09 (13,13):2.48355e-09 (14,14):6.20886e-10 (15,15):1.55222e-10 (16,16):3.88054e-11 (17,17):9.70135e-12 (18,18):2.42534e-12
(14,24)	(14,12)	0.055555979	(1,1):0.041667 (2,2):0.0104167 (3,3):0.00260419 (4,4):0.000651047 (5,5):0.000162762 (6,6):4.06904e-05 (7,7):1.01726e-05 (8,8):2.54315e-06 (9,9):6.35788e-07 (10,10):1.58947e-07 (11,11):3.97367e-08 (12,12):9.93418e-09 (13,13):2.48355e-09 (14,14):6.20886e-10 (15,15):1.55222e-10 (16,16):3.88054e-11 (17,17):9.70135e-12 (18,18):2.42534e-12
(14,24)	(14,13)	0.055555979	(1,1):0.041667 (2,2):0.0104167 (3,3):0.00260419 (4,4):0.000651047 (5,5):0.000162762 (6,6):4.06904e-05 (7,7):1.01726e-05 (8,8):2.54315e-06 (9,9):6.35788e-07 (10,10):1.58947e-07 (11,11):3.97367e-08 (12,12):9.93418e-09 (13,13):2.48355e-09 (14,14):6.20886e-10 (15,15):1.55222e-10 (16,16):3.88054e-11 (17,17):9.70135e-12 (18,18):2.42534e-12
(14,24)	(14,15)	0.055555979	(1,1):0.041667 (2,2):0.0104167 (3,3):0.00260419 (4,4):0.000651047 (5,5):0.000162762 (6,6):4.06904e-05 (7,7):1.01726e-05 (8,8):2.54315e-06 (9,9):6.35788e-07 (10,10):1.58947e-07 (11,11):3.97367e-08 (12,12):9.93418e-09 (13,13):2.48355e-09 (14,14):6.20886e-10 (15,15):1.55222e-10 (16,16):3.88054e-11 (17,17):9.70135e-12 (18,18):2.42534e-12
(14,24)	(14,16)	0.055555979	(1,1):0.041667 (2,2):0.0104167 (3,3):0.00260419 (4,4):0.000651047 (5,5):0.000162762 (6,6):4.06904e-05 (7,7):1.01726e-05 (8,8):2.54315e-06 (9,9):6.35788e-07 (10,10):1.58947e-07 (11,11):3.97367e-08 (12,12):9.93418e-09 (13,13):2.48355e-09 (14,14):6.20886e-10 (15,15):1.55222e-10 (16,16):3.88054e-11 (17,17):9.70135e-12 (18,18):2.42534e-12
(14,24)	(16,9)	0.01388979	(1,17):6.35788e-07 (2,18):1.58947e-07 (3,1):0.0104167 (4,2):0.00260419 (5,3):0.000651047 (6,4):0.000162762 (7,5):4.06904e-05 (8,6):1.01726e-05 (9,7):2.54315e-06 (10,8):6.35788e-07 (11,9):1.58947e-07 (12,10):3.97367e-08 (13,11):9.93418e-09 (14,12):2.48355e-09 (15,13):6.20886e-10 (16,14):1.55222e-10 (17,15):3.88054e-11 (18,16):9.70135e-12
(14,24)	(16,10)	0.01388979	(1,17):6.35788e-07 (2,18):1.58947e-07 (3,1):0.0104167 (4,2):0.00260419 (5,3):0.000651047 (6,4):0.000162762 (7,5):4.06904e-05 (8,6):1.01726e-05 (9,7):2.54315e-06 (10,8):6.35788e-07 (11,9):1.58947e-07 (12,10):3.97367e-08 (13,11):9.93418e-09 (14,12):2.48355e-09 (15,13):6.20886e-10 (16,14):1.55222e-10 (17,15):3.88054e-11 (18,16):9.70135e-12
(14,24)	(16,12)	0.01388979	(1,17):6.35788e-07 (2,18):1.58947e-07 (3,1):0.0104167 (4,2):0.00260419 (5,3):0.000651047 (6,4):0.000162762 (7,5):4.06904e-05 (8,6):1.01726e-05 (9,7):2.54315e-06 (10,8):6.35788e-07 (11,9):1.58947e-07 (12,10):3.97367e-08 (13,11):9.93418e-09 (14,12):2.48355e-09 (15,13):6.20886e-10 (16,14):1.55222e-10 (17,15):3.88054e-11 (18,16):9.70135e-12
(14,24)	(16,13)	0.01388979	(1,17):6.35788e-07 (2,18):1.58947e-07 (3,1):0.0104167 (4,2):0.00260419 (5,3):0.000651047 (6,4):0.000162762 (7,5):4.06904e-05 (8,6):1.01726e-05 (9,7):2.54315e-06 (10,8):6.35788e-07 (11,9):1.58947e-07 (12,10):3.97367e-08 (13,11):9.93418e-09 (14,12):2.48355e-09 (15,13):6.20886e-10 (16,14):1.55222e-10 (17,15):3.88054e-11 (18,16):9.70135e-12
(14,24)	(16,15)	0.01388979	(1,17):6.35788e-07 (2,18):1.58947e-07 (3,1):0.0104167 (4,2):0.00260419 (5,3):0.000651047 (6,4):0.000162762 (7,5):4.06904e-05 (8,6):1.01726e-05 (9,7):2.54315e-06 (10,8):6.35788e-07 (11,9):1.58947e-07 (12,10):3.97367e-08 (13,11):9.93418e-09 (14,12):2.48355e-09 (15,13):6.20886e-10 (16,14):1.55222e-10 (17,15):3.88054e-11 (18,16):9.70135e-12
(14,24)	(16,16)	0.01388979	(1,17):6.35788e-07 (2,18):1.58947e-07 (3,1):0.0104167 (4,2):0.00260419 (5,3):0.000651047 (6,4):0.000162762 (7,5):4.06904e-05 (8,6):1.01726e-05 (9,7):2.54315e-06 (10,8):6.35788e-07 (11,9):1.58947e-07 (12,10):3.97367e-08 (13,11):9.93418e-09 (14,12):2.48355e-09 (15,13):6.20886e-10 (16,14):1.55222e-10 (17,15):3.88054e-11 (18,16):9.70135e-12
(14,25)	(1,9)	0.00058096648	(1,14):1.69543e-06 (2,15):4.23858e-07 (3,16):1.05965e-07 (4,17):2.64912e-08 (5,18):6.62279e-09 (6,1):0.000434031 (7,2):0.000108508 (8,3):2.71269e-05 (9,4):6.78174e-06 (10,5):1.69543e-06 (11,6):4.23858e-07 (12,7):1.05965e-07 (13,8):2.64912e-08 (14,9):6.62279e-09 (15,10):1.6557e-09 (16,11):4.13924e-10 (17,12):1.03481e-10 (18,13):2.58703e-11
(14,25)	(1,10)	0.00058096648	(1,14):1.69543e-06 (2,15):4.23858e-07 (3,16):1.05965e-07 (4,17):2.64912e-08 (5,18):6.62279e-09 (6,1):0.000434031 (7,2):0.000108508 (8,3):2.71269e-05 (9,4):6.78174e-06 (10,5):1.69543e-06 (11,6):4.23858e-07 (12,7):1.05965e-07 (13,8):2.64912e-08 (14,9):6.62279e-09 (15,10):1.6557e-09 (16,11):4.13924e-10 (17,12):1.03481e-10 (18,13):2.58703e-11
(14,25)	(1,11)	0.00058096648	(1,14):1.69543e-06 (2,15):4.23858e-07 (3,16):1.05965e-07 (4,17):2.64912e-08 (5,18):6.62279e-09 (6,1):0.000434031 (7,2):0.000108508 (8,3):2.71269e-05 (9,4):6.78174e-06 (10,5):1.69543e-06 (11,6):4.23858e-07 (12,7):1.05965e-07 (13,8):2.64912e-08 (14,9):6.62279e-09 (15,10):1.6557e-09 (16,11):4.13924e-10 (17,12):1.03481e-10 (18,13):2.58703e-11
(14,25)	(1,12)	0.00058096648	(1,14):1.69543e-06 (2,15):4.23858e-07 (3,16):1.05965e-07 (4,17):2.64912e-08 (5,18):6.62279e-09 (6,1):0.000434031 (7,2):0.000108508 (8,3):2.71269e-05 (9,4):6.78174e-06 (10,5):1.69543e-06 (11,6):4.23858e-07 (12,7):1.05965e-07 (13,8):2.64912e-08 (14,9):6.62279e-09 (15,10):1.6557e-09 (16,11):4.13924e-10 (17,12):1.03481e-10 (18,13):2.58703e-11
(14,25)	(1,13)	0.00058096648	(1,14):1.69543e-06 (2,15):4.23858e-07 (3,16):1.05965e-07 (4,17):2.64912e-08 (5,18):6.62279e-09 (6,1):0.000434031 (7,2):0.000108508 (8,3):2.71269e-05 (9,4):6.78174e-06 (10,5):1.69543e-06 (11,6):4.23858e-07 (12,7):1.05965e-07 (13,8):2.64912e-08 (14,9):6.62279e-09 (15,10):1.6557e-09 (16,11):4.13924e-10 (17,12):1.03481e-10 (18,13):2.58703e-11
(14,25)	(1,14)	0.00058096648	(1,14):1.69543e-06 (2,15):4.23858e-07 (3,16):1.05965e-07 (4,17):2.64912e-08 (5,18):6.62279e-09 (6,1):0.000434031 (7,2):0.000108508 (8,3):2.71269e-05 (9,4):6.78174e-06 (10,5):1.69543e-06 (11,6):4.23858e-07 (12,7):1.05965e-07 (13,8):2.64912e-08 (14,9):6.62279e-09 (15,10):1.6557e-09 (16,11):4.13924e-10 (17,12):1.03481e-10 (18,13):2.58703e-11
(14,25)	(1,15)	0.00058096648	(1,14):1.69543e-06 (2,15):4.23858e-07 (3,16):1.05965e-07 (4,17):2.64912e-08 (5,18):6.62279e-09 (6,1):0.000434031 (7,2):0.000108508 (8,3):2.71269e-05 (9,4):6.78174e-06 (10,5):1.69543e-06 (11,6):4.23858e-07 (12,7):1.05965e-07 (13,8):2.64912e-08 (14,9):6.62279e-09 (15,10):1.6557e-09 (16,11):4.13924e-10 (17,12):1.03481e-10 (18,13):2.58703e-11
(14,25)	(1,16)	0.00058096648	(1,14):1.69543e-06 (2,15):4.23858e-07 (3,16):1.05965e-07 (4,17):2.64912e-08 (5,18):6.62279e-09 (6,1):0.000434031 (7,2):0.000108508 (8,3):2.71269e-05 (9,4):6.78174e-06 (10,5):1.69543e-06 (11,6):4.23858e-07 (12,7):1.05965e-07 (13,8):2.64912e-08 (14,9):6.62279e-09 (15,10):1.6557e-09 (16,11):4.13924e-10 (17,12):1.03481e-10 (18,13):2.58703e-11
(14,25)	(1,17)	0.00058096648	(1,14):1.69543e-06 (2,15):4.23858e-07 (3,16):1.05965e-07 (4,17):2.64912e-08 (5,18):6.62279e-09 (6,1):0.000434031 (7,2):0.000108508 (8,3):2.71269e-05 (9,4):6.78174e-06 (10,5):1.69543e-06 (11,6):4.23858e-07 (12,7):1.05965e-07 (13,8):2.64912e-08 (14,9):6.62279e-09 (15,10):1.6557e-09 (16,11):4.13924e-10 (17,12):1.03481e-10 (18,13):2.58703e-11
(14,25)	(3,9)	0.00015371876	(1,12):6.78174e-06 (2,13):1.69543e-06 (3,14):4.23858e-07 (4,15):1.05965e-07 (5,16):2.64912e-08 (6,17):6.62279e-09 (7,18):1.6557e-09 (8,1):0.000108508 (9,2):2.71269e-05 (10,3):6.78174e-06 (11,4):1.69543e-06 (12,5):4.23858e-07 (13,6):1.05965e-07 (14,7):2.64912e-08 (15,8):6.62279e-09 (16,9):1.6557e-09 (17,10):4.13924e-10 (18,11):1.03481e-10
(14,25)	(3,10)	0.00015371876	(1,12):6.78174e-06 (2,13):1.69543e-06 (3,14):4.23858e-07 (4,15):1.05965e-07 (5,16):2.64912e-08 (6,17):6.62279e-09 (7,18):1.6557e-09 (8,1):0.000108508 (9,2):2.71269e-05 (10,3):6.78174e-06 (11,4):1.69543e-06 (12,5):4.23858e-07 (13,6):1.05965e-07 (14,7):2.64912e-08 (15,8):6.62279e-09 (16,9):1.6557e-09 (17,10):4.13924e-10 (18,11):1.03481e-10
(14,25)	(3,11)	0.00015371876	(1,12):6.78174e-06 (2,13):1.69543e-06 (3,14):4.23858e-07 (4,15):1.05965e-07 (5,16):2.64912e-08 (6,17):6.62279e-09 (7,18):1.6557e-09 (8,1):0.000108508 (9,2):2.71269e-05 (10,3):6.78174e-06 (11,4):1.69543e-06 (12,5):4.23858e-07 (13,6):1.05965e-07 (14,7):2.64912e-08 (15,8):6.62279e-09 (16,9):1.6557e-09 (17,10):4.13924e-10 (18,11):1.03481e-10
(14,25)	(3,12)	0.00015371876	(1,12):6.78174e-06 (2,13):1.69543e-06 (3,14):4.23858e-07 (4,15):1.05965e-07 (5,16):2.64912e-08 (6,17):6.62279e-09 (7,18):1.6557e-09 (8,1):0.000108508 (9,2):2.71269e-05 (10,3):6.78174e-06 (11,4):1.69543e-06 (12,5):4.23858e-07 (13,6):1.05965e-07 (14,7):2.64912e-08 (15,8):6.62279e-09 (16,9):1.6557e-09 (17,10):4.13924e-10 (18,11):1.03481e-10
(14,25)	(3,13)	0.00015371876	(1,12):6.78174e-06 (2,13):1.69543e-06 (3,14):4.23858e-07 (4,15):1.05965e-07 (5,16):2.64912e-08 (6,17):6.62279e-09 (7,18):1.6557e-09 (8,1):0.000108508 (9,2):2.71269e-05 (10,3):6.78174e-06 (11,4):1.69543e-06 (12,5):4.23858e-07 (13,6):1.05965e-07 (14,7):2.64912e-08 (15,8):6.62279e-09 (16,9):1.6557e-09 (17,10):4.13924e-10 (18,11):1.03481e-10
(14,25)	(3,14)	0.00015371876	(1,12):6.78174e-06 (2,13):1.69543e-06 (3,14):4.23858e-07 (4,15):1.05965e-07 (5,16):2.64912e-08 (6,17):6.62279e-09 (7,18):1.6557e-09 (8,1):0.000108508 (9,2):2.71269e-05 (10,3):6.78174e-06 (11,4):1.69543e-06 (12,5):4.23858e-07 (13,6):1.05965e-07 (14,7):2.64912e-08 (15,8):6.62279e-09 (16,9):1.6557e-09 (17,10):4.13924e-10 (18,11):1.03481e-10
(14,25)	(3,15)	0.00015371876	(1,12):6.78174e-06 (2,13):1.69543e-06 (3,14):4.23858e-07 (4,15):1.05965e-07 (5,16):2.64912e-08 (6,17):6.62279e-09 (7,18):1.6557e-09 (8,1):0.000108508 (9,2):2.71269e-05 (10,3):6.78174e-06 (11,4):1.69543e-06 (12,5):4.23858e-07 (13,6):1.05965e-07 (14,7):2.64912e-08 (15,8):6.62279e-09 (16,9):1.6557e-09 (17,10):4.13924e-10 (18,11):1.03481e-10
(14,25)	(3,16)	0.00015371876	(1,12):6.78174e-06 (2,13):1.69543e-06 (3,14):4.23858e-07 (4,15):1.05965e-07 (5,16):2.64912e-08 (6,17):6.62279e-09 (7,18):1.6557e-09 (8,1):0.000108508 (9,2):2.71269e-05 (10,3):6.78174e-06 (11,4):1.69543e-06 (12,5):4.23858e-07 (13,6):1.05965e-07 (14,7):2.64912e-08 (15,8):6.62279e-09 (16,9):1.6557e-09 (17,10):4.13924e-10 (18,11):1.03481e-10
(14,25)	(3,17)	0.00015371876	(1,12):6.78174e-06 (2,13):1.69543e-06 (3,14):4.23858e-07 (4,15):1.05965e-07 (5,16):2.64912e-08 (6,17):6.62279e-09 (7,18):1.6557e-09 (8,1):0.000108508 (9,2):2.71269e-05 (10,3):6.78174e-06 (11,4):1.69543e-06 (12,5):4.23858e-07 (13,6):1.05965e-07 (14,7):2.64912e-08 (15,8):6.62279e-09 (16,9):1.6557e-09 (17,10):4.13924e-10 (18,11):1.03481e-10
(14,25)	(5,9)	7.2338239e-05	(1,10):2.71269e-05 (2,11):6.78174e-06 (3,12):1.69543e-06 (4,13):4.23858e-07 (5,14):1.05965e-07 (6,15):2.64912e-08 (7,16):6.62279e-09 (8,17):1.6557e-09 (9,18):4.13924e-10 (10,1):2.71269e-05 (11,2):6.78174e-06 (12,3):1.69543e-06 (13,4):4.23858e-07 (14,5):1.05965e-07 (15,6):2.64912e-08 (16,7):6.62279e-09 (17,8):1.6557e-09 (18,9):4.13924e-10
(14,25)	(5,10)	7.2338239e-05	(1,10):2.71269e-05 (2,11):6.78174e-06 (3,12):1.69543e-06 (4,13):4.23858e-07 (5,14):1.05965e-07 (6,15):2.64912e-08 (7,16):6.62279e-09 (8,17):1.6557e-09 (9,18):4.13924e-10 (10,1):2.71269e-05 (11,2):6.78174e-06 (12,3):1.69543e-06 (13,4):4.23858e-07 (14,5):1.05965e-07 (15,6):2.64912e-08 (16,7):6.62279e-09 (17,8):1.6557e-09 (18,9):4.13924e-10
(14,25)	(5,11)	7.2338239e-05	(1,10):2.71269e-05 (2,11):6.78174e-06 (3,12):1.69543e-06 (4,13):4.23858e-07 (5,14):1.05965e-07 (6,15):2.64912e-08 (7,16):6.62279e-09 (8,17):1.6557e-09 (9,18):4.13924e-10 (10,1):2.71269e-05 (11,2):6.78174e-06 (12,3):1.69543e-06 (13,4):4.23858e-07 (14,5):1.05965e-07 (15,6):2.64912e-08 (16,7):6.62279e-09 (17,8):1.6557e-09 (18,9):4.13924e-10
(14,25)	(5,12)	7.2338239e-05	(1,10):2.71269e-05 (2,11):6.78174e-06 (3,12):1.69543e-06 (4,13):4.23858e-07 (5,14):1.05965e-07 (6,15):2.64912e-08 (7,16):6.62279e-09 (8,17):1.6557e-09 (9,18):4.13924e-10 (10,1):2.71269e-05 (11,2):6.78174e-06 (12,3):1.69543e-06 (13,4):4.23858e-07 (14,5):1.05965e-07 (15,6):2.64912e-08 (16,7):6.62279e-09 (17,8):1.6557e-09 (18,9):4.13924e-10
(14,25)	(5,13)	7.2338239e-05	(1,10):2.71269e-05 (2,11):6.78174e-06 (3,12):1.69543e-06 (4,13):4.23858e-07 (5,14):1.05965e-07 (6,15):2.64912e-08 (7,16):6.62279e-09 (8,17):1.6557e-09 (9,18):4.13924e-10 (10,1):2.71269e-05 (11,2):6.78174e-06 (12,3):1.69543e-06 (13,4):4.23858e-07 (14,5):1.05965e-07 (15,6):2.64912e-08 (16,7):6.62279e-09 (17,8):1.6557e-09 (18,9):4.13924e-10
(14,25)	(5,14)	7.2338239e-05	(1,10):2.71269e-05 (2,11):6.78174e-06 (3,12):1.69543e-06 (4,13):4.23858e-07 (5,14):1.05965e-07 (6,15):2.64912e-08 (7,16):6.62279e-09 (8,17):1.6557e-09 (9,18):4.13924e-10 (10,1):2.71269e-05 (11,2):6.78174e-06 (12,3):1.69543e-06 (13,4):4.23858e-07 (14,5):1.05965e-07 (15,6):2.64912e-08 (16,7):6.62279e-09 (17,8):1.6557e-09 (18,9):4.13924e-10
(14,25)	(5,15)	7.2338239e-05	(1,10):2.71269e-05 (2,11):6.78174e-06 (3,12):1.69543e-06 (4,13):4.23858e-07 (5,14):1.05965e-07 (6,15):2.64912e-08 (7,16):6.62279e-09 (8,17):1.6557e-09 (9,18):4.13924e-10 (10,1):2.71269e-05 (11,2):6.78174e-06 (12,3):1.69543e-06 (13,4):4.23858e-07 (14,5):1.05965e-07 (15,6):2.64912e-08 (16,7):6.62279e-09 (17,8):1.6557e-09 (18,9):4.13924e-10
(14,25)	(5,16)	7.2338239e-05	(1,10):2.71269e-05 (2,11):6.78174e-06 (3,12):1.69543e-06 (4,13):4.23858e-07 (5,14):1.05965e-07 (6,15):2.64912e-08 (7,16):6.62279e-09 (8,17):1.6557e-09 (9,18):4.13924e-10 (10,1):2.71269e-05 (11,2):6.78174e-06 (12,3):1.69543e-06 (13,4):4.23858e-07 (14,5):1.05965e-07 (15,6):2.64912e-08 (16,7):6.62279e-09 (17,8):1.6557e-09 (18,9):4.13924e-10
(14,25)	(5,17)	7.2338239e-05	(1,10):2.71269e-05 (2,11):6.78174e-06 (3,12):1.69543e-06 (4,13):4.23858e-07 (5,14):1.05965e-07 (6,15):2.64912e-08 (7,16):6.62279e-09 (8,17):1.6557e-09 (9,18):4.13924e-10 (10,1):2.71269e-05 (11,2):6.78174e-06 (12,3):1.69543e-06 (13,4):4.23858e-07 (14,5):1.05965e-07 (15,6):2.64912e-08 (16,7):6.62279e-09 (17,8):1.6557e-09 (18,9):4.13924e-10
(14,25)	(7,9)	0.00015371876	(1,8):0.000108508 (2,9):2.71269e-05 (3,10):6.78174e-06 (4,11):1.69543e-06 (5,12):4.23858e-07 (6,13):1.05965e-07 (7,14):2.64912e-08 (8,15):6.62279e-09 (9,16):1.6557e-09 (10,17):4.13924e-10 (11,18):1.03481e-10 (12,1):6.78174e-06 (13,2):1.69543e-06 (14,3):4.23858e-07 (15,4):1.05965e-07 (16,5):2.64912e-08 (17,6):6.62279e-09 (18,7):1.6557e-09
(14,25)	(7,10)	0.00015371876	(1,8):0.000108508 (2,9):2.71269e-05 (3,10):6.78174e-06 (4,11):1.69543e-06 (5,12):4.23858e-07 (6,13):1.05965e-07 (7,14):2.64912e-08 (8,15):6.62279e-09 (9,16):1.6557e-09 (10,17):4.13924e-10 (11,18):1.03481e-10 (12,1):6.78174e-06 (13,2):1.69543e-06 (14,3):4.23858e-07 (15,4):1.05965e-07 (16,5):2.64912e-08 (17,6):6.62279e-09 (18,7):1.6557e-09
(14,25)	(7,11)	0.00015371876	(1,8):0.000108508 (2,9):2.71269e-05 (3,10):6.78174e-06 (4,11):1.69543e-06 (5,12):4.23858e-07 (6,13):1.05965e-07 (7,14):2.64912e-08 (8,15):6.62279e-09 (9,16):1.6557e-09 (10,17):4.13924e-10 (11,18):1.03481e-10 (12,1):6.78174e-06 (13,2):1.69543e-06 (14,3):4.23858e-07 (15,4):1.05965e-07 (16,5):2.64912e-08 (17,6):6.62279e-09 (18,7):1.6557e-09
(14,25)	(7,12)	0.00015371876	(1,8):0.000108508 (2,9):2.71269e-05 (3,10):6.78174e-06 (4,11):1.69543e-06 (5,12):4.23858e-07 (6,13):1.05965e-07 (7,14):2.64912e-08 (8,15):6.62279e-09 (9,16):1.6557e-09 (10,17):4.13924e-10 (11,18):1.03481e-10 (12,1):6.78174e-06 (13,2):1.69543e-06 (14,3):4.23858e-07 (15,4):1.05965e-07 (16,5):2.64912e-08 (17,6):6.62279e-09 (18,7):1.6557e-09
(14,25)	(7,13)	0.00015371876	(1,8):0.000108508 (2,9):2.71269e-05 (3,10):6.78174e-06 (4,11):1.69543e-06 (5,12):4.23858e-07 (6,13):1.05965e-07 (7,14):2.64912e-08 (8,15):6.62279e-09 (9,16):1.6557e-09 (10,17):4.13924e-10 (11,18):1.03481e-10 (12,1):6.78174e-06 (13,2):1.69543e-06 (14,3):4.23858e-07 (15,4):1.05965e-07 (16,5):2.64912e-08 (17,6):6.62279e-09 (18,7):1.6557e-09
(14,25)	(7,14)	0.00015371876	(1,8):0.000108508 (2,9):2.71269e-05 (3,10):6.78174e-06 (4,11):1.69543e-06 (5,12):4.23858e-07 (6,13):1.05965e-07 (7,14):2.64912e-08 (8,15):6.62279e-09 (9,16):1.6557e-09 (10,17):4.13924e-10 (11,18):1.03481e-10 (12,1):6.78174e-06 (13,2):1.69543e-06 (14,3):4.23858e-07 (15,4):1.05965e-07 (16,5):2.64912e-08 (17,6):6.62279e-09 (18,7):1.6557e-09
(14,25)	(7,15)	0.00015371876	(1,8):0.000108508 (2,9):2.71269e-05 (3,10):6.78174e-06 (4,11):1.69543e-06 (5,12):4.23858e-07 (6,13):1.05965e-07 (7,14):2.64912e-08 (8,15):6.62279e-09 (9,16):1.6557e-09 (10,17):4.13924e-10 (11,18):1.03481e-10 (12,1):6.78174e-06 (13,2):1.69543e-06 (14,3):4.23858e-07 (15,4):1.05965e-07 (16,5):2.64912e-08 (17,6):6.62279e-09 (18,7):1.6557e-09
(14,25)	(7,16)	0.00015371876	(1,8):0.000108508 (2,9):2.71269e-05 (3,10):6.78174e-06 (4,11):1.69543e-06 (5,12):4.23858e-07 (6,13):1.05965e-07 (7,14):2.64912e-08 (8,15):6.62279e-09 (9,16):1.6557e-09 (10,17):4.13924e-10 (11,18):1.03481e-10 (12,1):6.78174e-06 (13,2):1.69543e-06 (14,3):4.23858e-07 (15,4):1.05965e-07 (16,5):2.64912e-08 (17,6):6.62279e-09 (18,7):1.6557e-09
(14,25)	(7,17)	0.00015371876	(1,8):0.000108508 (2,9):2.71269e-05 (3,10):6.78174e-06 (4,11):1.69543e-06 (5,12):4.23858e-07 (6,13):1.05965e-07 (7,14):2.64912e-08 (8,15):6.62279e-09 (9,16):1.6557e-09 (10,17):4.13924e-10 (11,18):1.03481e-10 (12,1):6.78174e-06 (13,2):1.69543e-06 (14,3):4.23858e-07 (15,4):1.05965e-07 (16,5):2.64912e-08 (17,6):6.62279e-09 (18,7):1.6557e-09
(14,25)	(9,9)	0.00058096648	(1,6):0.000434031 (2,7):0.000108508 (3,8):2.71269e-05 (4,9):6.78174e-06 (5,10):1.69543e-06 (6,11):4.23858e-07 (7,12):1.05965e-07 (8,13):2.64912e-08 (9,14):6.62279e-09 (10,15):1.6557e-09 (11,16):4.13924e-10 (12,17):1.03481e-10 (13,18):2.58703e-11 (14,1):1.69543e-06 (15,2):4.23858e-07 (16,3):1.05965e-07 (17,4):2.64912e-08 (18,5):6.62279e-09
(14,25)	(9,10)	0.00058096648	(1,6):0.000434031 (2,7):0.000108508 (3,8):2.71269e-05 (4,9):6.78174e-06 (5,10):1.69543e-06 (6,11):4.23858e-07 (7,12):1.05965e-07 (8,13):2.64912e-08 (9,14):6.62279e-09 (10,15):1.6557e-09 (11,16):4.13924e-10 (12,17):1.03481e-10 (13,18):2.58703e-11 (14,1):1.69543e-06 (15,2):4.23858e-07 (16,3):1.05965e-07 (17,4):2.64912e-08 (18,5):6.62279e-09
(14,25)	(9,11)	0.00058096648	(1,6):0.000434031 (2,7):0.000108508 (3,8):2.71269e-05 (4,9):6.78174e-06 (5,10):1.69543e-06 (6,11):4.23858e-07 (7,12):1.05965e-07 (8,13):2.64912e-08 (9,14):6.62279e-09 (10,15):1.6557e-09 (11,16):4.13924e-10 (12,17):1.03481e-10 (13,18):2.58703e-11 (14,1):1.69543e-06 (15,2):4.23858e-07 (16,3):1.05965e-07 (17,4):2.64912e-08 (18,5):6.62279e-09
(14,25)	(9,12)	0.00058096648	(1,6):0.000434031 (2,7):0.000108508 (3,8):2.71269e-05 (4,9):6.78174e-06 (5,10):1.69543e-06 (6,11):4.23858e-07 (7,12):1.05965e-07 (8,13):2.64912e-08 (9,14):6.62279e-09 (10,15):1.6557e-09 (11,16):4.13924e-10 (12,17):1.03481e-10 (13,18):2.58703e-11 (14,1):1.69543e-06 (15,2):4.23858e-07 (16,3):1.05965e-07 (17,4):2.64912e-08 (18,5):6.62279e-09
(14,25)	(9,13)	0.00058096648	(1,6):0.000434031 (2,7):0.000108508 (3,8):2.71269e-05 (4,9):6.78174e-06 (5,10):1.69543e-06 (6,11):4.23858e-07 (7,12):1.05965e-07 (8,13):2.64912e-08 (9,14):6.62279e-09 (10,15):1.6557e-09 (11,16):4.13924e-10 (12,17):1.03481e-10 (13,18):2.58703e-11 (14,1):1.69543e-06 (15,2):4.23858e-07 (16,3):1.05965e-07 (17,4):2.64912e-08 (18,5):6.62279e-09
(14,25)	(9,14)	0.00058096648	(1,6):0.000434031 (2,7):0.000108508 (3,8):2.71269e-05 (4,9):6.78174e-06 (5,10):1.69543e-06 (6,11):4.23858e-07 (7,12):1.05965e-07 (8,13):2.64912e-08 (9,14):6.62279e-09 (10,15):1.6557e-09 (11,16):4.13924e-10 (12,17):1.03481e-10 (13,18):2.58703e-11 (14,1):1.69543e-06 (15,2):4.23858e-07 (16,3):1.05965e-07 (17,4):2.64912e-08 (18,5):6.62279e-09
